,state,gender,age,source,file,detail
210,hungry,m,4,donate_a_cry,92d08bbe-553f-4844-85b1-15d572f06ea2-1436873211119-1.7-m-04-hu.wav,
211,hungry,f,26,donate_a_cry,0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav,
212,hungry,m,4,donate_a_cry,A123AD65-38D3-4A65-AB37-330034765840-1430093710-1.0-m-04-hu.wav,
213,hungry,m,72,donate_a_cry,F4A65A98-ADEE-49C4-9B45-65A8429DF170-1430232330-1.0-m-72-hu.wav,
214,hungry,m,4,donate_a_cry,8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav,
215,hungry,m,72,donate_a_cry,218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209174300-1.7-m-72-hu.wav,
216,hungry,f,26,donate_a_cry,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320909516-1.7-f-26-hu.wav,
217,hungry,f,4,donate_a_cry,fa8620d3-e7db-4101-aff0-28dbf0d96a5f-1434465485354-1.7-f-04-hu.wav,
218,hungry,f,26,donate_a_cry,e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav,
219,hungry,m,72,donate_a_cry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,
220,hungry,m,4,donate_a_cry,602b06a7-31f0-4370-b35a-9cc81d205958-1430739585531-1.7-m-04-hu.wav,
221,hungry,m,72,donate_a_cry,7616E8F4-B1A7-45A6-9A0C-C9BB2DE64FC3-1436868751-1.1-m-72-hu.wav,
222,hungry,m,4,donate_a_cry,4D43D6CD-C084-4081-ABF3-8B25951B2D75-1430146631-1.0-m-04-hu.wav,
223,hungry,f,4,donate_a_cry,aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav,
224,hungry,f,4,donate_a_cry,1259bcad-2308-46fa-9a36-b5d8f359886a-1430143644843-1.7-f-04-hu.wav,
225,hungry,m,26,donate_a_cry,5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635069-1.0-m-26-hu.wav,
226,hungry,m,4,donate_a_cry,86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036547966-1.7-m-04-hu.wav,
227,hungry,m,4,donate_a_cry,c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1429978271017-1.7-m-04-hu.wav,
228,hungry,f,26,donate_a_cry,8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav,
229,hungry,m,4,donate_a_cry,D1CB71F9-EF76-49B3-A703-41D557444D21-1436863366-1.1-m-04-hu.wav,
230,hungry,m,4,donate_a_cry,1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,
231,hungry,m,26,donate_a_cry,2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav,
232,hungry,m,48,donate_a_cry,719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav,
233,hungry,f,26,donate_a_cry,9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav,
234,hungry,m,26,donate_a_cry,52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav,
235,hungry,m,72,donate_a_cry,2562ad82-485a-44c2-ad25-f70fce71480b-1430045593479-1.7-m-72-hu.wav,
236,hungry,m,4,donate_a_cry,02c3b725-26e4-4a2c-9336-04ddc58836d9-1430726196216-1.7-m-04-hu.wav,
237,hungry,m,4,donate_a_cry,DCB33551-F9BA-4B4A-8DA1-A3107E1AD859-1430406483-1.0-m-04-hu.wav,
238,hungry,f,26,donate_a_cry,539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav,
239,hungry,m,72,donate_a_cry,c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430066825817-1.7-m-72-hu.wav,
240,hungry,f,4,donate_a_cry,fa8620d3-e7db-4101-aff0-28dbf0d96a5f-1434296505682-1.7-f-04-hu.wav,
241,hungry,m,26,donate_a_cry,96986c8b-9988-4c37-a0f8-e7c4269cc3ac-1431719845836-1.7-m-26-hu.wav,
242,hungry,m,26,donate_a_cry,999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav,
243,hungry,m,26,donate_a_cry,FF482278-24C9-4FB0-A7BE-FD92D1FE17B4-1430028319-1.0-m-26-hu.wav,
244,hungry,f,4,donate_a_cry,80f5ab0a-16c1-4738-9209-fbdae52ff769-1430140636917-1.7-f-04-hu.wav,
245,hungry,m,4,donate_a_cry,d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav,
246,hungry,m,4,donate_a_cry,88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav,
247,hungry,m,26,donate_a_cry,B2A105BB-347B-4878-A735-AA4ECF32CD16-1436864116-1.1-m-26-hu.wav,
248,hungry,m,4,donate_a_cry,F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103957-1.0-m-04-hu.wav,
249,hungry,m,26,donate_a_cry,8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav,
250,hungry,m,72,donate_a_cry,d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761528998-1.7-m-72-hu.wav,
251,hungry,m,72,donate_a_cry,3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav,
252,hungry,m,26,donate_a_cry,AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279454-1.0-m-26-hu.wav,
253,hungry,m,72,donate_a_cry,7CF37029-1040-40B8-ACC9-7E6E5C03AF9B-1429808939-1.0-m-72-hu.wav,
254,hungry,m,48,donate_a_cry,11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881489-1.1-m-48-hu.wav,
255,hungry,m,72,donate_a_cry,e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav,
256,hungry,m,26,donate_a_cry,50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007668-1.0-m-26-hu.wav,
257,hungry,m,72,donate_a_cry,c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068167526-1.7-m-72-hu.wav,
258,hungry,f,26,donate_a_cry,63CA92F7-973A-4DCA-A410-7B19811A2478-1430041902-1.0-f-26-hu.wav,
259,hungry,f,26,donate_a_cry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477726097-1.7-f-26-hu.wav,
260,hungry,m,4,donate_a_cry,f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,
261,hungry,m,48,donate_a_cry,719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav,
262,hungry,m,4,donate_a_cry,771fa0cc-4535-471b-9cec-d26deff8d567-1429803644891-1.7-m-04-hu.wav,
263,hungry,m,26,donate_a_cry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430124221551-1.7-m-26-hu.wav,
264,hungry,m,26,donate_a_cry,4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav,
265,hungry,m,4,donate_a_cry,FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104360-1.0-m-04-hu.wav,
266,hungry,m,4,donate_a_cry,1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav,
267,hungry,m,4,donate_a_cry,815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,
268,hungry,f,26,donate_a_cry,743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,
269,hungry,m,26,donate_a_cry,5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635047-1.0-m-26-hu.wav,
270,hungry,m,4,donate_a_cry,DCB33551-F9BA-4B4A-8DA1-A3107E1AD859-1430406495-1.0-m-04-hu.wav,
271,hungry,m,26,donate_a_cry,af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240037389-1.7-m-26-hu.wav,
272,hungry,f,4,donate_a_cry,aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436988612387-1.7-f-04-hu.wav,
273,hungry,m,72,donate_a_cry,3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav,
274,hungry,m,4,donate_a_cry,a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016745385-1.7-m-04-hu.wav,
275,hungry,m,26,donate_a_cry,a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430017191818-1.7-m-26-hu.wav,
276,hungry,f,48,donate_a_cry,4be720ce-a5e5-4a48-930f-a212f8a239f6-1434737668804-1.7-f-48-hu.wav,
277,hungry,m,4,donate_a_cry,9aa8bac5-eeb9-4f19-a4bf-7c439e87364b-1430745312460-1.7-m-04-hu.wav,
278,hungry,m,72,donate_a_cry,9641D2D5-7D9F-41B2-8345-229AE9555FEC-1430022546-1.0-m-72-hu.wav,
279,hungry,m,48,donate_a_cry,549a46d8-9c84-430e-ade8-97eae2bef787-1430130702316-1.7-m-48-hu.wav,
280,hungry,m,4,donate_a_cry,0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856-1430742197-1.0-m-04-hu.wav,
281,hungry,m,4,donate_a_cry,D1CB71F9-EF76-49B3-A703-41D557444D21-1436863375-1.1-m-04-hu.wav,
282,hungry,m,22,donate_a_cry,42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav,
283,hungry,m,72,donate_a_cry,3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav,
284,hungry,f,4,donate_a_cry,7fd72d70-07c4-40a0-85e9-c91df9bdefb2-1430994916704-1.7-f-04-hu.wav,
285,hungry,m,4,donate_a_cry,69374818-7b73-48ac-8200-e6a225e293fb-1430746080630-1.7-m-04-hu.wav,
286,hungry,m,72,donate_a_cry,1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979603276-1.7-m-72-hu.wav,
287,hungry,m,26,donate_a_cry,eccb4617-8373-4c4f-b49e-bb2d72bce8d8-1430035348191-1.7-m-26-hu.wav,
288,hungry,f,4,donate_a_cry,101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav,
289,hungry,f,26,donate_a_cry,b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1432751065608-1.7-f-26-hu.wav,
290,hungry,f,48,donate_a_cry,B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav,
291,hungry,m,4,donate_a_cry,24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav,
292,hungry,f,4,donate_a_cry,aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982075169-1.7-f-04-hu.wav,
293,hungry,m,72,donate_a_cry,64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430045478300-1.7-m-72-hu.wav,
294,hungry,m,4,donate_a_cry,22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,
295,hungry,m,26,donate_a_cry,F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055950-1.0-m-26-hu.wav,
296,hungry,m,72,donate_a_cry,d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761514476-1.7-m-72-hu.wav,
297,hungry,m,72,donate_a_cry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,
298,hungry,f,4,donate_a_cry,39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav,
299,hungry,m,4,donate_a_cry,70d30513-0ec3-49e4-9976-e85785e85c2d-1431033372810-1.7-m-04-hu.wav,
300,hungry,m,48,donate_a_cry,7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432261716253-1.7-m-48-hu.wav,
301,hungry,f,48,donate_a_cry,459c3f85-5710-4efa-bcc9-8012aa1af55e-1430034895673-1.7-f-48-hu.wav,
302,hungry,f,4,donate_a_cry,9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav,
303,hungry,f,26,donate_a_cry,2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056314272-1.7-f-26-hu.wav,
304,hungry,f,26,donate_a_cry,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,
305,hungry,f,72,donate_a_cry,7B924575-21FC-462A-969E-BABB46D1CBF5-1430055167-1.0-f-72-hu.wav,
306,hungry,m,4,donate_a_cry,999bf14b-e417-4b44-b746-9253f81efe38-1430844940177-1.7-m-04-hu.wav,
307,hungry,m,48,donate_a_cry,549a46d8-9c84-430e-ade8-97eae2bef787-1430130669340-1.7-m-48-hu.wav,
308,hungry,m,48,donate_a_cry,edb5924c-07ba-4eaa-838b-aaf9511a219b-1431899400326-1.7-m-48-hu.wav,
309,hungry,m,4,donate_a_cry,31e785de-b0c9-464f-88e2-bd8f1dd5cda4-1433403682898-1.7-m-04-hu.wav,
310,hungry,f,26,donate_a_cry,743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860161-1.1-f-26-hu.wav,
311,hungry,m,26,donate_a_cry,999bf14b-e417-4b44-b746-9253f81efe38-1430972705879-1.7-m-26-hu.wav,
312,hungry,m,26,donate_a_cry,3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430326171876-1.7-m-26-hu.wav,
313,hungry,f,26,donate_a_cry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477780076-1.7-f-26-hu.wav,
314,hungry,m,26,donate_a_cry,F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055809-1.0-m-26-hu.wav,
315,hungry,f,22,donate_a_cry,FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770871-1.0-f-22-hu.wav,
316,hungry,f,72,donate_a_cry,8C13A1F9-62CC-46AA-9192-BECE5CDD5CB0-1430249362-1.0-f-72-hu.wav,
317,hungry,f,4,donate_a_cry,7060a4f6-4c0c-494b-912c-ae60158b185a-1436931995150-1.7-f-04-hu.wav,
318,hungry,f,48,donate_a_cry,03abcb8f-400a-47d8-ad82-7e4586cc06be-1431864192133-1.7-f-48-hu.wav,
319,hungry,m,72,donate_a_cry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,
320,hungry,m,72,donate_a_cry,3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav,
321,hungry,f,26,donate_a_cry,a7b13b65-da2c-48ec-8aed-46adcaba705f-1430823489236-1.7-f-26-hu.wav,
322,hungry,f,26,donate_a_cry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466393384-1.7-f-26-hu.wav,
323,hungry,m,26,donate_a_cry,5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635035-1.0-m-26-hu.wav,
324,hungry,m,4,donate_a_cry,815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav,
325,hungry,f,48,donate_a_cry,EC2E1160-BC33-450A-A62D-DE2A4C0D42BB-1430039051-1.0-f-48-hu.wav,
326,hungry,m,4,donate_a_cry,F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103974-1.0-m-04-hu.wav,
327,hungry,m,26,donate_a_cry,376C006E-3664-4056-80D0-7661F631A062-1436930593-1.1-m-26-hu.wav,
328,hungry,f,72,donate_a_cry,602b06a7-31f0-4370-b35a-9cc81d205958-1430739609286-1.7-f-72-hu.wav,
329,hungry,f,4,donate_a_cry,9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927693-1.0-f-04-hu.wav,
330,hungry,f,72,donate_a_cry,8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735057816-1.7-f-72-hu.wav,
331,hungry,m,72,donate_a_cry,5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav,
332,hungry,f,26,donate_a_cry,d6cda191-4962-4308-9a36-46d5648a95ed-1428333797380-1.5-f-26-hu.wav,
333,hungry,f,26,donate_a_cry,e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392919844-1.7-f-26-hu.wav,
334,hungry,m,4,donate_a_cry,70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav,
335,hungry,m,72,donate_a_cry,DBA77EDC-D457-4B3A-83B8-B7AFBF272D4E-1436860486-1.1-m-72-hu.wav,
336,hungry,m,72,donate_a_cry,bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637663087-1.7-m-72-hu.wav,
337,hungry,m,4,donate_a_cry,86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036562389-1.7-m-04-hu.wav,
338,hungry,f,26,donate_a_cry,C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav,
339,hungry,f,4,donate_a_cry,8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436856363348-1.7-f-04-hu.wav,
340,hungry,m,72,donate_a_cry,80130d3a-ceb9-4460-8464-e956bac5c40d-1436850034856-1.7-m-72-hu.wav,
341,hungry,m,72,donate_a_cry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,
342,hungry,f,72,donate_a_cry,7B924575-21FC-462A-969E-BABB46D1CBF5-1430055243-1.0-f-72-hu.wav,
343,hungry,f,48,donate_a_cry,4be720ce-a5e5-4a48-930f-a212f8a239f6-1434774932733-1.7-f-48-hu.wav,
344,hungry,m,4,donate_a_cry,3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav,
345,hungry,f,48,donate_a_cry,b8fe4527-5e46-437f-897d-be32112bc1c8-1430166086647-1.7-f-48-hu.wav,
346,hungry,m,72,donate_a_cry,f896b69d-6241-4b51-9c45-0d628bc827c1-1430090400166-1.7-m-72-hu.wav,
347,hungry,m,4,donate_a_cry,045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,
348,hungry,f,26,donate_a_cry,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846824-1.1-f-26-hu.wav,
349,hungry,f,26,donate_a_cry,f5b29377-7cd6-4688-942c-5a07add39dc5-1437178455960-1.7-f-26-hu.wav,
350,hungry,m,4,donate_a_cry,415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav,
351,hungry,f,4,donate_a_cry,ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430045366784-1.7-f-04-hu.wav,
352,hungry,m,26,donate_a_cry,e0717ce2-da25-417c-89a5-58d7175f4a6d-1436966513203-1.7-m-26-hu.wav,
353,hungry,m,72,donate_a_cry,C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,
354,hungry,m,4,donate_a_cry,6d922623-8424-4625-be4c-4964e0c9e25c-1434898452774-1.7-m-04-hu.wav,
355,hungry,m,4,donate_a_cry,2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770161530-1.7-m-04-hu.wav,
356,hungry,m,26,donate_a_cry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu.wav,
357,hungry,m,72,donate_a_cry,64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058973897-1.7-m-72-hu.wav,
358,hungry,m,4,donate_a_cry,A123AD65-38D3-4A65-AB37-330034765840-1430093699-1.0-m-04-hu.wav,
359,hungry,m,4,donate_a_cry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318400-1.0-m-04-hu.wav,
360,hungry,f,72,donate_a_cry,7B924575-21FC-462A-969E-BABB46D1CBF5-1430055220-1.0-f-72-hu.wav,
361,hungry,m,48,donate_a_cry,cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884444242-1.7-m-48-hu.wav,
362,hungry,f,26,donate_a_cry,c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430739179429-1.7-f-26-hu.wav,
363,hungry,f,22,donate_a_cry,b9d0daab-43c8-41f1-86af-3bcdea9af63c-1429979961789-1.7-f-22-hu.wav,
364,hungry,f,4,donate_a_cry,aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982066128-1.7-f-04-hu.wav,
365,hungry,m,48,donate_a_cry,7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432275312750-1.7-m-48-hu.wav,
366,hungry,m,4,donate_a_cry,b5044f9a-6f2e-44fc-8e04-9076a988acf2-1435544527174-1.7-m-04-hu.wav,
367,hungry,f,26,donate_a_cry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477691332-1.7-f-26-hu.wav,
368,hungry,f,4,donate_a_cry,ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav,
369,hungry,f,48,donate_a_cry,46002244-7304-45DC-BF69-B6EC2BB25009-1436902364-1.1-f-48-hu.wav,
370,hungry,m,4,donate_a_cry,375308C6-F894-49A5-B246-8C2819E9C6ED-1430416651-1.0-m-04-hu.wav,
371,hungry,f,26,donate_a_cry,4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583459308-1.7-f-26-hu.wav,
372,hungry,f,72,donate_a_cry,8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430729451597-1.7-f-72-hu.wav,
373,hungry,m,4,donate_a_cry,36f1b3ec-3d2a-470e-af6f-0a8cc11b2723-1430237012976-1.7-m-04-hu.wav,
374,hungry,f,26,donate_a_cry,AA2CA7F6-4547-4CC0-AA4C-5D7B64727FB5-1437123487-1.1-f-26-hu.wav,
375,hungry,m,4,donate_a_cry,B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav,
376,hungry,f,4,donate_a_cry,ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044853892-1.7-f-04-hu.wav,
377,hungry,f,48,donate_a_cry,B327333E-2DE2-4833-A75A-4C576208BED3-1430087443-1.0-f-48-hu.wav,
378,hungry,m,48,donate_a_cry,549a46d8-9c84-430e-ade8-97eae2bef787-1430130714659-1.7-m-48-hu.wav,
379,hungry,f,26,donate_a_cry,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232180-1.0-f-26-hu.wav,
380,hungry,f,4,donate_a_cry,2EE636FB-BD76-4118-A0EF-82FAFC32301F-1436586600-1.1-f-04-hu.wav,
381,hungry,f,72,donate_a_cry,1b381a1e-88a6-4a48-b889-a5ccdf0aacaf-1430299568333-1.7-f-72-hu.wav,
382,hungry,m,4,donate_a_cry,8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436850948195-1.7-m-04-hu.wav,
383,hungry,f,72,donate_a_cry,dc5429de-26b4-48e2-bc47-bc607b9bba06-1430741828918-1.7-f-72-hu.wav,
384,hungry,f,48,donate_a_cry,F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849335-1.1-f-48-hu.wav,
385,hungry,m,4,donate_a_cry,d1e236a0-e030-4137-9030-5625026cd098-1430477951092-1.2-m-04-hu.wav,
386,hungry,m,4,donate_a_cry,5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav,
387,hungry,m,72,donate_a_cry,e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,
388,hungry,m,4,donate_a_cry,ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044808480-1.7-m-04-hu.wav,
389,hungry,f,26,donate_a_cry,86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036593222-1.7-f-26-hu.wav,
390,hungry,f,26,donate_a_cry,24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814730789-1.7-f-26-hu.wav,
391,hungry,m,26,donate_a_cry,F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav,
392,hungry,m,4,donate_a_cry,2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,
393,hungry,m,26,donate_a_cry,5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav,
394,hungry,m,4,donate_a_cry,9aa8bac5-eeb9-4f19-a4bf-7c439e87364b-1430745385374-1.7-m-04-hu.wav,
395,hungry,f,4,donate_a_cry,D18A30C6-4370-4BE0-83F8-031892F96603-1432989796-1.1-f-04-hu.wav,
396,hungry,m,4,donate_a_cry,FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav,
397,hungry,m,26,donate_a_cry,2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877933-1.1-m-26-hu.wav,
398,hungry,f,72,donate_a_cry,602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav,
399,hungry,m,4,donate_a_cry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu.wav,
400,hungry,m,4,donate_a_cry,6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370278-1.1-m-04-hu.wav,
401,hungry,f,72,donate_a_cry,8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735040980-1.7-f-72-hu.wav,
402,hungry,m,4,donate_a_cry,e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,
403,hungry,f,26,donate_a_cry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477756469-1.7-f-26-hu.wav,
404,hungry,m,4,donate_a_cry,92d08bbe-553f-4844-85b1-15d572f06ea2-1436873183951-1.7-m-04-hu.wav,
405,hungry,m,26,donate_a_cry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav,
406,hungry,f,4,donate_a_cry,89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049852345-1.7-f-04-hu.wav,
407,hungry,m,4,donate_a_cry,08E9485B-2772-444B-A636-77E14DD14A8C-1431493453-1.0-m-04-hu.wav,
408,hungry,m,26,donate_a_cry,4CD5903D-E2CE-401E-B898-D873C763F44B-1430727644-1.0-m-26-hu.wav,
409,hungry,f,48,donate_a_cry,ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav,
410,hungry,f,4,donate_a_cry,9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927741-1.0-f-04-hu.wav,
411,hungry,f,26,donate_a_cry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466176951-1.7-f-26-hu.wav,
412,hungry,f,26,donate_a_cry,2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,
413,hungry,m,26,donate_a_cry,3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav,
414,hungry,m,4,donate_a_cry,7d1c2cd2-6fa1-499f-8ca8-a298198be4e7-1436850081753-1.7-m-04-hu.wav,
415,hungry,m,4,donate_a_cry,c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430038968282-1.7-m-04-hu.wav,
416,hungry,m,4,donate_a_cry,69374818-7b73-48ac-8200-e6a225e293fb-1430746091424-1.7-m-04-hu.wav,
417,hungry,m,26,donate_a_cry,50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007691-1.0-m-26-hu.wav,
418,hungry,m,4,donate_a_cry,990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav,
419,hungry,m,72,donate_a_cry,7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav,
